"person_id","first_name","last_name","display_first_last","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag"
944,"Eric","Anderson","Eric Anderson","Anderson, Eric","E. Anderson","1970-05-26T00:00:00",NA,"US","Indiana/US","6-9","220",1,"42","Forward","Active",1610612752,"Knicks","NYK","knicks","New York","HISTADD_eric_anderson","1992","1993","N"
947,"Allen","Iverson","Allen Iverson","Iverson, Allen","A. Iverson","1975-06-07T00:00:00","Georgetown","US","Georgetown/US","6-0","165",13,"3","Guard","Active",1610612755,"76ers","PHI","sixers","Philadelphia","allen_iverson","1996","2009","N"
948,"Marcus","Camby","Marcus Camby","Camby, Marcus","M. Camby","1974-03-22T00:00:00","Massachusetts","USA","Massachusetts/USA","6-11","240",16,"23","Center-Forward","Active",1610612752,"Knicks","NYK","knicks","New York","marcus_camby","1996","2012","N"
949,"Shareef","Abdur-Rahim","Shareef Abdur-Rahim","Abdur-Rahim, Shareef","S. Abdur-Rahim","1976-12-11T00:00:00","California","US","California/US","6-9","245",11,"3","Forward","Active",1610612758,"Kings","SAC","kings","Sacramento","shareef_abdur-rahim","1996","2007","N"
950,"Stephon","Marbury","Stephon Marbury","Marbury, Stephon","S. Marbury","1977-02-20T00:00:00","Georgia Tech","US","Georgia Tech/US","6-2","205",12,"8","Guard","Active",1610612738,"Celtics","BOS","celtics","Boston","stephon_marbury","1996","2008","N"
951,"Ray","Allen","Ray Allen","Allen, Ray","R. Allen","1975-07-20T00:00:00","Connecticut","USA","Connecticut/USA","6-5","205",17,"34","Guard","Active",1610612748,"Heat","MIA","heat","Miami","ray_allen","1996","2013","N"
952,"Antoine","Walker","Antoine Walker","Walker, Antoine","A. Walker","1976-08-12T00:00:00","Kentucky","US","Kentucky/US","6-9","245",11,"24","Forward","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","antoine_walker","1996","2007","Y"
953,"Lorenzen","Wright","Lorenzen Wright","Wright, Lorenzen","L. Wright","1975-11-04T00:00:00","Memphis State","US","Memphis/US","6-11","255",12,"55","Forward-Center","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","lorenzen_wright","1996","2008","N"
954,"Kerry","Kittles","Kerry Kittles","Kittles, Kerry","K. Kittles","1974-06-12T00:00:00","Villanova","US","Villanova '96/US","",NA,0,"","","Inactive",0,"","","","","kerry_kittles","1996","2004","N"
955,"Samaki","Walker","Samaki Walker","Walker, Samaki","S. Walker","1976-02-25T00:00:00","Louisville","US","Louisville/US","",NA,0,"","","Inactive",0,"","","","","samaki_walker","1996","2005","N"
956,"Erick","Dampier","Erick Dampier","Dampier, Erick","E. Dampier","1975-07-14T00:00:00","Mississippi State","USA","Mississippi State/USA","6-11","265",15,"25","Center","Active",1610612737,"Hawks","ATL","hawks","Atlanta","erick_dampier","1996","2011","N"
957,"Todd","Fuller","Todd Fuller","Fuller, Todd","T. Fuller","1974-07-25T00:00:00","North Carolina State","US","North Carolina State/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_todd_fuller","1996","2000","N"
958,"Vitaly","Potapenko","Vitaly Potapenko","Potapenko, Vitaly","V. Potapenko","1975-03-21T00:00:00","Wright State","Ukraine","Wright State/Ukraine","6-10","285",10,"20","Center-Forward","Active",1610612758,"Kings","SAC","kings","Sacramento","vitaly_potapenko","1996","2006","N"
959,"Steve","Nash","Steve Nash","Nash, Steve","S. Nash","1974-02-07T00:00:00","Santa Clara","Canada","Santa Clara/Canada","6-3","180",18,"10","Guard","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","steve_nash","1996","2014","N"
960,"Tony","Delk","Tony Delk","Delk, Tony","T. Delk","1974-01-28T00:00:00","Kentucky","US","Kentucky/US","6-2","189",9,"00","Guard","Active",1610612765,"Pistons","DET","pistons","Detroit","tony_delk","1996","2005","N"
961,"John","Wallace","John Wallace","Wallace, John","J. Wallace","1974-02-09T00:00:00","Syracuse","US","Syracuse ''96/US","6-9","225",6,"22","Forward","Active",1610612748,"Heat","MIA","heat","Miami","john_wallace","1996","2003","N"
962,"Walter","McCarty","Walter McCarty","McCarty, Walter","W. McCarty","1974-02-01T00:00:00","Kentucky","US","Kentucky/US","6-10","245",9,"0","Forward","Active",1610612746,"Clippers","LAC","clippers","Los Angeles","walter_mccarty","1996","2005","N"
963,"Dontae'","Jones","Dontae' Jones","Jones, Dontae'","D. Jones","1975-06-02T00:00:00","Mississippi State","US","Mississippi State/US","6-8","220",0,"13","Forward","Active",1610612738,"Celtics","BOS","celtics","Boston","HISTADD_dontae_jones","1997","1997","N"
964,"Roy","Rogers","Roy Rogers","Rogers, Roy","R. Rogers","1973-08-19T00:00:00","Alabama",NA,"Alabama","",NA,0,"","","Inactive",0,"","","","",NA,"1996","1999","N"
965,"Derek","Fisher","Derek Fisher","Fisher, Derek","D. Fisher","1974-08-09T00:00:00","Arkansas-Little Rock","USA","Arkansas-Little Rock/USA","6-1","210",17,"6","Guard","Active",1610612760,"Thunder","OKC","thunder","Oklahoma City","derek_fisher","1996","2013","N"
966,"Jerome","Williams","Jerome Williams","Williams, Jerome","J. Williams","1973-05-10T00:00:00","Georgetown","US","Georgetown/US","6-9","206",8,"31","Forward-Center","Active",1610612752,"Knicks","NYK","knicks","New York","jerome_williams","1996","2004","N"
967,"Brian","Evans","Brian Evans","Evans, Brian","B. Evans","1973-09-13T00:00:00","Indiana","US","Indiana/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_brian_evans","1996","1998","N"
968,"Priest","Lauderdale","Priest Lauderdale","Lauderdale, Priest","P. Lauderdale","1973-08-31T00:00:00","Central State, O.","US","Central State (Ohio)/US","7-4","325",1,"30","Center","Active",1610612743,"Nuggets","DEN","nuggets","Denver","HISTADD_priest_lauderdale","1996","1997","N"
969,"Travis","Knight","Travis Knight","Knight, Travis","T. Knight","1974-09-13T00:00:00","Connecticut","US","Connecticut ''96/US","7-0","235",6,"44","Center","Active",1610612752,"Knicks","NYK","knicks","New York","travis_knight","1996","2002","N"
970,"Othella","Harrington","Othella Harrington","Harrington, Othella","O. Harrington","1974-01-31T00:00:00","Georgetown","US","Georgetown/US","6-9","235",11,"24","Forward-Center","Active",1610612766,"Bobcats","CHA","hornets","Charlotte","othella_harrington","1996","2007","Y"
971,"Mark","Hendrickson","Mark Hendrickson","Hendrickson, Mark","M. Hendrickson","1974-06-23T00:00:00","Washington State","US","Washington State/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_mark_hendrickson","1996","1999","N"
976,"Jeff","McInnis","Jeff McInnis","McInnis, Jeff","J. McInnis","1974-10-22T00:00:00","North Carolina","US","North Carolina/US","",NA,0,"","","Inactive",0,"","","","","jeff_mcinnis","1996","2007","N"
977,"Kobe","Bryant","Kobe Bryant","Bryant, Kobe","K. Bryant","1978-08-23T00:00:00","Lower Merion HS (PA)","USA","Lower Merion HS (PA)/USA","6-6","212",18,"24","Guard","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","kobe_bryant","1996","2014","N"
978,"Peja","Stojakovic","Peja Stojakovic","Stojakovic, Peja","P. Stojakovic","1977-06-09T00:00:00","Belgrade, Serbia","Serbia and Montenegro","Belgrade, Serbia/Serbia and Montenegro","6-10","229",12,"16","Forward","Active",1610612742,"Mavericks","DAL","mavericks","Dallas","predrag_stojakovic","1998","2010","N"
979,"Jermaine","O'Neal","Jermaine O'Neal","O'Neal, Jermaine","J. O'Neal","1978-10-13T00:00:00","Eau Claire HS (SC)","USA","Eau Claire HS (SC)/USA","6-11","255",17,"7","Center-Forward","Active",1610612744,"Warriors","GSW","warriors","Golden State","jermaine_oneal","1996","2013","N"
980,"Zydrunas","Ilgauskas","Zydrunas Ilgauskas","Ilgauskas, Zydrunas","Z. Ilgauskas","1975-06-05T00:00:00","Kaunas, Lithuania","Lithuania","Kaunas, Lithuania/Lithuania","7-3","260",12,"11","Center","Active",1610612748,"Heat","MIA","heat","Miami","zydrunas_ilgauskas","1997","2010","N"
981,"Efthimios","Rentzias","Efthimios Rentzias","Rentzias, Efthimios","E. Rentzias","1976-01-11T00:00:00","PAOK (Greece)","Greece","Greece/Greece","6-11","250",0,"14","Center","Active",1610612755,"76ers","PHI","sixers","Philadelphia","efthimios_rentzias","2002","2002","N"
982,"Martin","Muursepp","Martin Muursepp","Muursepp, Martin","M. Muursepp","1974-09-26T00:00:00","Kalev Talinn (Estonia)","US","BC Kalev Tallinn (Estonia)/US","6-9","235",1,"13","Forward","Active",1610612742,"Mavericks","DAL","mavericks","Dallas","HISTADD_martin_muursepp","1996","1997","N"
983,"Moochie","Norris","Moochie Norris","Norris, Moochie","M. Norris","1973-07-27T00:00:00","West Florida","US","West Florida/US","6-1","185",8,"25","Guard","Active",1610612740,"Hornets","NOK","pelicans","New Orleans/Oklahoma City","moochie_norris","1996","2005","N"
984,"Steve","Hamer","Steve Hamer","Hamer, Steve","S. Hamer","1973-11-13T00:00:00","Tennessee","US","Tennessee/US","7-0","245",0,"42","Center","Active",1610612738,"Celtics","BOS","celtics","Boston","HISTADD_steve_hamer","1996","1996","N"
987,"Jason","Sasser","Jason Sasser","Sasser, Jason","J. Sasser","1974-01-13T00:00:00","Texas Tech","US","Texas Tech ''96/US","6-7","225",2,"23","Forward","Active",1610612758,"Kings","SAC","kings","Sacramento","jason_sasser","1996","2002","N"
988,"Randy","Livingston","Randy Livingston","Livingston, Randy","R. Livingston","1975-04-02T00:00:00","Louisiana State","US","Louisiana State/US","6-4","209",10,"14","Guard","Active",1610612760,"SuperSonics","SEA","thunder","Seattle","randy_livingston","1996","2006","Y"
989,"Ben","Davis","Ben Davis","Davis, Ben","B. Davis","1972-12-26T00:00:00","Arizona","US","Arizona ''96/US","",NA,0,"","","Inactive",0,"","","","","ben_davis","1996","1999","N"
990,"Malik","Rose","Malik Rose","Rose, Malik","M. Rose","1974-11-23T00:00:00","Drexel","US","Drexel/US","6-7","255",12,"9","Forward","Active",1610612760,"Thunder","OKC","thunder","Oklahoma City","malik_rose","1996","2008","N"
992,"Marcus","Brown","Marcus Brown","Brown, Marcus","M. Brown","1974-04-03T00:00:00","Murray State","US","Murray State/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_marcus_brown","1996","2007","N"
994,"Jamie","Feick","Jamie Feick","Feick, Jamie","J. Feick","1974-07-03T00:00:00","Michigan State","US","Michigan State ''96/US","6-8","255",5,"14","Forward","Active",1610612751,"Nets","NJN","nets","New Jersey","jamie_feick","1996","2002","N"
997,"Chris","Robinson","Chris Robinson","Robinson, Chris","C. Robinson","1974-04-02T00:00:00","Western Kentucky","US","Western Kentucky/US","6-5","200",1,"5","Guard","Active",1610612758,"Kings","SAC","kings","Sacramento","HISTADD_chris_robinson","1996","1997","N"
998,"Mark","Pope","Mark Pope","Pope, Mark","M. Pope","1972-09-11T00:00:00","Kentucky","US","Kentucky/US","6-10","235",5,"41","Center-Forward","Active",1610612743,"Nuggets","DEN","nuggets","Denver","mark_pope","1997","2004","N"
999,"Jeff","Nordgaard","Jeff Nordgaard","Nordgaard, Jeff","J. Nordgaard","1973-02-23T00:00:00","Wisc.-Green Bay","US","Wis.-Green Bay/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_jeff_nordgaard","1997","1997","N"
1000,"Shandon","Anderson","Shandon Anderson","Anderson, Shandon","S. Anderson","1973-12-31T00:00:00","Georgia","US","Georgia/US","6-6","215",9,"49","Guard-Forward","Active",1610612748,"Heat","MIA","heat","Miami","shandon_anderson","1996","2005","N"
1002,"Reggie","Geary","Reggie Geary","Geary, Reggie","R. Geary","1973-08-31T00:00:00","Arizona",NA,"Arizona","6-2","187",0,"4","Guard","Active",1610612759,"Spurs","SAS","spurs","San Antonio","tmp_reggie_geary","1996","1997","N"
1003,"Drew","Barry","Drew Barry","Barry, Drew","D. Barry","1973-02-17T00:00:00","Georgia Tech","US","Georgia Tech/US","6-5","191",2,"10","Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","HISTADD_drew_barry","1997","1999","N"
1005,"Walt","Williams","Walt Williams","Williams, Walt","W. Williams","1970-04-16T00:00:00","Maryland","US","Maryland ''92/US","",NA,0,"","","Inactive",0,"","","","","walt_williams","1992","2002","N"
1006,"Herb","Williams","Herb Williams","Williams, Herb","H. Williams","1958-02-16T00:00:00","Ohio State","US","Ohio State/US","6-11","260",17,"32","Center","Active",1610612752,"Knicks","NYK","knicks","New York","HISTADD_herb_williams","1981","1998","N"
1007,"Luther","Wright","Luther Wright","Wright, Luther","L. Wright","1971-09-22T00:00:00","Seton Hall","US","Seton Hall/US","7-2","270",0,"44","Center","Active",1610612762,"Jazz","UTH","jazz","Utah","HISTADD_luther_wright","1993","1993","N"
1008,"Johnny","Dawkins","Johnny Dawkins","Dawkins, Johnny","J. Dawkins","1963-09-28T00:00:00","Duke","US","Duke/US","6-2","165",8,"12","Guard","Active",1610612765,"Pistons","DET","pistons","Detroit","HISTADD_johnny_dawkins","1986","1994","N"
1010,"Randy","Woods","Randy Woods","Woods, Randy","R. Woods","1970-09-23T00:00:00","La Salle","US","La Salle/US","5-10","185",3,"10","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","HISTADD_randy_woods","1992","1995","N"
1022,"Julius","Nwosu","Julius Nwosu","Nwosu, Julius","J. Nwosu","1971-05-01T00:00:00","Liberty","US","Liberty/US","6-10","255",0,"0","Forward","Active",1610612759,"Spurs","SAN","spurs","San Antonio","HISTADD_julius_nwosu","1994","1994","N"
1023,"Emanual","Davis","Emanual Davis","Davis, Emanual","E. Davis","1968-08-27T00:00:00","Delaware State","US","Delaware State ''91/US","6-5","195",5,"15","Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","emanual_davis","1996","2002","N"
1024,"Horacio","Llamas","Horacio Llamas","Llamas, Horacio","H. Llamas","1973-07-17T00:00:00","Grand Canyon","US","Grand Canyon ''96/US","6-11","285",2,"54","Center","Active",1610612764,"Wizards","WAS","wizards","Washington","HISTADD_horacio_llamas","1996","2002","N"
1026,"Evric","Gray","Evric Gray","Gray, Evric","E. Gray","1969-12-13T00:00:00","UNLV","US","Nevada-Las Vegas/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_evric_gray","1996","1996","N"
1027,"Trevor","Wilson","Trevor Wilson","Wilson, Trevor","T. Wilson","1968-03-16T00:00:00","UCLA","US","UCLA/US","6-7","210",3,"30","Forward","Active",1610612755,"76ers","PHL","sixers","Philadelphia","HISTADD_trevor_wilson","1990","1995","N"
1030,"Duane","Cooper","Duane Cooper","Cooper, Duane","D. Cooper","1969-06-25T00:00:00","USC","US","USC/US","6-1","185",1,"10","Guard","Active",1610612756,"Suns","PHX","suns","Phoenix","HISTADD_duane_cooper","1992","1993","N"
1032,"Darvin","Ham","Darvin Ham","Ham, Darvin","D. Ham","1973-07-23T00:00:00","Texas Tech","US","Texas Tech/US","6-7","240",7,"8","Forward-Guard","Active",1610612765,"Pistons","DET","pistons","Detroit","darvin_ham","1996","2004","Y"
1034,"LeRon","Ellis","LeRon Ellis","Ellis, LeRon","L. Ellis","1969-04-28T00:00:00","Syracuse","US","Kentucky; Syracuse/US","6-9","225",2,"28","Center","Active",1610612748,"Heat","MIA","heat","Miami","HISTADD_leron_ellis","1991","1995","N"
1035,"Shawnelle","Scott","Shawnelle Scott","Scott, Shawnelle","S. Scott","1972-06-16T00:00:00","St. John's, N.Y.","US","St. John's (N.Y.)/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_shawnelle_scott","1996","2001","N"
1036,"Litterial","Green","Litterial Green","Green, Litterial","L. Green","1970-03-07T00:00:00","Georgia","US","Georgia/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_litterial_green","1992","1998","N"
1037,"Stojko","Vrankovic","Stojko Vrankovic","Vrankovic, Stojko","S. Vrankovic","1964-01-22T00:00:00","Croatia","US","Croatia/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_stojko_vrankovic","1990","1998","N"
1038,"Juaquin","Hawkins","Juaquin Hawkins","Hawkins, Juaquin","J. Hawkins","1973-07-02T00:00:00","Long Beach State","US","Long Beach State ''96/US","6-7","205",0,"29","Forward","Active",1610612745,"Rockets","HOU","rockets","Houston","juaquin_hawkins","2002","2002","N"
1041,"Nate","Driggers","Nate Driggers","Driggers, Nate","N. Driggers","1973-10-12T00:00:00","Montevallo","US","Montevallo/US","6-5","215",0,"27","Guard-Forward","Active",1610612738,"Celtics","BOS","celtics","Boston","HISTADD_nate_driggers","1996","1996","N"
1043,"Amal","McCaskill","Amal McCaskill","McCaskill, Amal","A. McCaskill","1973-10-28T00:00:00","Marquette","US","Marquette/US","6-11","235",3,"00","Center","Active",1610612755,"76ers","PHI","sixers","Philadelphia","amal_mccaskill","1996","2003","N"
1049,"Shane","Heal","Shane Heal","Heal, Shane","S. Heal","1970-09-06T00:00:00","Australia","US","Australia/US","",NA,0,"","","Inactive",0,"","","","","shane_heal","1996","2003","N"
1051,"Dean","Garrett","Dean Garrett","Garrett, Dean","D. Garrett","1966-11-27T00:00:00","Indiana","US","Indiana/US","6-11","250",5,"22","Center","Active",1610612744,"Warriors","GSW","warriors","Golden State","HISTADD_dean_garrett","1996","2001","N"
1052,"Ben","Handlogten","Ben Handlogten","Handlogten, Ben","B. Handlogten","1973-11-16T00:00:00","Western Michigan","US","Western Michigan/US","6-10","240",1,"44","Center","Active",1610612762,"Jazz","UTA","jazz","Utah","ben_handlogten","2003","2004","N"
1054,"Jerrod","Mustaf","Jerrod Mustaf","Mustaf, Jerrod","J. Mustaf","1969-10-28T00:00:00","Maryland","US","Maryland/US","6-10","238",3,"0","Forward","Active",1610612756,"Suns","PHX","suns","Phoenix","HISTADD_jerrod_mustaf","1990","1993","N"
1055,"Ed","Stokes","Ed Stokes","Stokes, Ed","E. Stokes","1971-09-03T00:00:00","Arizona","US","Arizona/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_ed_stokes","1997","1997","N"
1059,"Aleksandar","Djordjevic","Aleksandar Djordjevic","Djordjevic, Aleksandar","A. Djordjevic","1967-08-26T00:00:00",NA,"US","Yugoslavia/US","",NA,0,"","","Inactive",0,"","","","","HISTADD_aleksandar_djordjevic","1996","1996","N"
1061,"William","Cunningham","William Cunningham","Cunningham, William","W. Cunningham","1974-03-25T00:00:00","Temple","US","Temple/US","6-11","240",1,"51","Center","Active",1610612751,"Nets","NJN","nets","New Jersey","HISTADD_william_cunningham","1997","1998","N"
1063,"Carl","Thomas","Carl Thomas","Thomas, Carl","C. Thomas","1969-10-03T00:00:00","Eastern Michigan","US","Eastern Michigan/US","6-4","195",2,"30","Guard","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","HISTADD_carl_thomas","1991","1997","N"
1064,"Brent","Scott","Brent Scott","Scott, Brent","B. Scott","1971-06-15T00:00:00","Rice","US","Rice/US","6-10","250",0,"55","Forward-Center","Active",1610612754,"Pacers","IND","pacers","Indiana","HISTADD_brent_scott","1996","1996","N"
1065,"Erick","Strickland","Erick Strickland","Strickland, Erick","E. Strickland","1973-11-25T00:00:00","Nebraska","US","Nebraska/US","6-3","218",8,"20","Guard","Active",1610612749,"Bucks","MIL","bucks","Milwaukee","erick_strickland","1996","2004","N"
1067,"Jeff","Webster","Jeff Webster","Webster, Jeff","J. Webster","1971-02-19T00:00:00","Oklahoma","US","Oklahoma/US","6-8","232",0,"42","Forward","Active",1610612764,"Bullets","WAS","wizards","Washington","HISTADD_jeff_webster","1995","1995","N"
